Fri Oct 15 00:04:25 2021,4,0,15,10,2021,,"Went for a run on treadmill, felt amazing afterwards","Meeting with Dr. Boulter & Mike Johnson, very promising!",Hung out with Hayden and did homework,Time with Hayden & meeting,Staying up late,Kick ass at Madison,,,,,,,,,,,,,,,,,,,,,,,,
Fri Oct 15 21:44:21 2021,44,21,15,10,2021,,Madison tour!!,"Meeting with Dr. Swift, met Alex",Came home and coded!,Madison tour!!,Sleep,CVTC of course,,,,,,,,,,,,,,,,,,,,,,,,
Sat Oct 16 21:12:39 2021,12,21,16,10,2021,,Ate breakfast with parents,Picked up Aislyn & worked on homework with her,Finished business finace had great afternoon with Aislyn,Business Finance Essay,Amount of work done,Finish CVTC,,,,,,,,,,,,,,,,,,,,,,,,
Sun Oct 17 22:15:25 2021,15,22,17,10,2021,[,Worked on CVTC homework after slow start,More CVTC,Cuddle with Aislyn @ movie!,Aislyn time,Falling behind on work,Catch up,,,,,,,,,,,,,,,,,,,,,,,,
Mon Oct 18 23:03:09 2021,3,23,18,10,2021,,"Super lazy start, felt like shit","Hit my classes hard, accomplished everything I wanted to do today!!!",Board meeting,"Aislyn talk afterwards, she finally let me support her",Sleep,Sleep,,,,,,,,,,,,,,,,,,,,,,,,
Tue Oct 19 22:16:08 2021,16,22,19,10,2021,,Slept in!,"Coasted through day, reduced stress but minimal effectiveness",Wasted all of the time on YouTube,Meditation,youtube time wasting,Finish psych term list,,,,,,,,,,,,,,,,,,,,,,,,
Wed Oct 20 22:06:49 2021,6,22,20,10,2021,,"Went back to sleep until third hour, very peaceful start to the morning","Finished bio work early, started on psych, read psych during lunch, procrastinated during psych, had a ton of fun in calc","Youtube after school, then working on psych terms, then baking cookies",I know how to do Calculus well!,Youtube after school,Finish notes for Psych & study them once,,,,,,,,,,,,,,,,,,,,,,,,
Fri Oct 22 22:15:50 2021,15,22,22,10,2021,,"Coded a bit, tackled email, worked on a bit of psych","Watched feinman video, very fun, very inspirational, pissed off  Verdon with theories","Movie with Aislyn, will do agin tomorrow, finished psych terms and feel amazing because of it",Finishing psych terms,Doing certain shenanigans with Aislyn,"At least half of CVTC midterm, movie",,,,,,,,,,,,,,,,,,,,,,,,
Sat Oct 23 23:21:16 2021,21,23,23,10,2021,,"Watched YouTube, big fucking mistake, didn't get started with day until 12:05",Went and watched dune with Tristand and Eric. Afterwards dropped them off and had wonderful evening with Aislyn touring HiVee and cuddling in my room,"Cuddled with Aislyn in my room, did a bit of CVTC homework",Time with Aislyn in my room,Work ethic,NO YOUTUBE,,,,,,,,,,,,,,,,,,,,,,,,
Sun Oct 24 21:25:32 2021,25,21,24,10,2021,,"Slow start, got 10 hours of sleep!",Pushed through midterms,Nearly finished business administration,Work ethic,Not finishing,Finish and do well on psych quiz,,,,,,,,,,,,,,,,,,,,,,,,
Mon Oct 25 22:12:42 2021,12,22,25,10,2021,,"Woke up early, great start to day biking to school and working on assignments","Studied well for psych exam, got a 95%",Hung out with Aislyn,Getting psych study together,Too much time with Aislyn not getting homework done,Madison application essay,,,,,,,,,,,,,,,,,,,,,,,,
Tue Oct 26 21:26:33 2021,26,21,26,10,2021,,"felt like shit due to 6.5 hours of sleep, super slow start","moderately productive, but had difficulty focusing because played music","went to learning center, coded a ton, got GitHub copilot!! ",GitHub Copilot coding sprint,sleep,"get more sleep, study for psych exam",,,,,,,,,,,,,,,,,,,,,,,,
Wed Oct 27 22:21:35 2021,21,22,27,10,2021,,Felt good with amount of sleep,Studied a bit for Psych but did poorly on exam,Self-love by texting a bunch of people,self-love,"depression, relationship",Write some Madison application essays!,,,,,,,,,,,,,,,,,,,,,,,,
Thu Oct 28 22:11:22 2021,11,22,28,10,2021,,Slept in due to staying up late last night,Tried to compensate for lack of sleep. Socializing attempt paid off today but I didn't get enough sleep to appreciate it,Helped Aislyn with her homework and started on my Madison essay,Starting on Madison essay,Lack of sleep,Finish first Madison essay,,,,,,,,,,,,,,,,,,,,,,,,
Sat Oct 30 22:15:59 2021,15,22,30,10,2021,,"Great start, went for a run on the treadmill, started on the first of two madison essays, but things went downhill quick",Spent wayyy too much time watching videos again,Finished two CVTC classes worth of homework & Madison essays!,Finishing Madison essays,Time it took to finish essays,"Finish CVTC work, and work on psych/bio flashcards",,,,,,,,,,,,,,,,,,,,,,,,
Sun Oct 31 22:55:28 2021,55,22,31,10,2021,,"Slow start, didn't want to work on managing operations essay","Finished the essay, it ended up being a solid three pages long!",Spent some quality time with Aislyn finishing all but calculus and business administration homework,Finishig homework on such a tight deadline,not finishing business administration,"Already scheduled, rake after school, finish business administration, submit madison application, and digitize bio notes",,,,,,,,,,,,,,,,,,,,,,,,
Mon Nov  1 22:15:45 2021,15,22,1,11,2021,,"Slept in, got great start on business administration","Stayed caught up on bio, psych, & calc",Raked with stuco & school board meeting,raking with stuco,sleeping in,get one set of terms done,,,,,,,,,,,,,,,,,,,,,,,,
Tue Nov  2 22:37:24 2021,37,22,2,11,2021,,"Super sleepy, youtube binge",went home and got lunch with mom,"a bit of studying for bio, but not as much as I want",spending time with aislyn,sleep,"sleep, and do well on bio",,,,,,,,,,,,,,,,,,,,,,,,
Thu Nov  4 22:52:46 2021,52,22,4,11,2021,,Woke up slow because tired,Did super well on my test,"Quality time with Aislyn, but did not enjoy FCCLA",Studying for tests,Feeling like shit because no emotional fulfillment,do shit for the hell of it,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov  5 22:10:00 2021,10,22,5,11,2021,,"Slept in, felt really good","found out I aced the bio test, and started learning about new notes tactics",quality time with hayden,notes tactics,depression,"cvtc, and self-love ",,,,,,,,,,,,,,,,,,,,,,,,
Sat Nov  6 21:41:43 2021,41,21,6,11,2021,,"Super lazy start, but did take shower and go for run plus eat semi okay bbreakfast of oatmeal","Got some homework done, but really only about 2 classes worth",Researched viability of grid stabilization as profit scheme,Making life more enjoyable,Spending not enought time being mindful,"Finish classes, then go watch movie",,,,,,,,,,,,,,,,,,,,,,,,
Sun Nov  7 21:48:04 2021,48,21,7,11,2021,,Talked with dad about building website,"Got some homework done after takinga nap, and researched more on obsidian",Watched Dune for the third time and dinked around at home,Talking with Aislyn during the middle of the day,Not enough Meditation,Enjoy my day,,,,,,,,,,,,,,,,,,,,,,,,
Mon Nov  8 22:10:49 2021,10,22,8,11,2021,,"Skipped breakfast, felt good until about third hour",Took some great psych notes and survived calculus despite grasping half of the content,Time with Aislyn that ended in me crying,"Therapy meeting, discovered that reframing conflict as practicing leadershipip will help signifficantly",Not doing more spontaneous happiness,Take some good notes,,,,,,,,,,,,,,,,,,,,,,,,
Tue Nov  9 21:18:34 2021,18,21,9,11,2021,,Total waste of time on Youtube,"Very chipper, but falling behind in Bio","Did great on Calculus homework, but I need to study more on bio photosynthesis",Being happy,Getting less than 5 hours of sleep,"Sleep, bio homework, maybe start this tutoring gig",,,,,,,,,,,,,,,,,,,,,,,,
Wed Nov 10 20:54:51 2021,54,20,10,11,2021,,Felt amazing due to getting sleep,"Helped tutor Olivia for math, went very well. Should consider helping students out in other classrooms and look into automating Obsidian quizzing","Fucking youtube binge, i feel like shit. Plan before acting after school. ",Enjoying life,Youtube binge,Bio photosynthesis binge,,,,,,,,,,,,,,,,,,,,,,,,
Thu Nov 11 22:36:42 2021,36,22,11,11,2021,,Slow wake up because aislyn was still on the call. Drove to school with ethan. 1st hour was just talking as usual. Second hour was solid bio study time,"Four hour I tutored a student with math, it went very well. Bio was also good study time. Tomorrow i should look into the textbook more","time with aislyn, got Managing operations mostly done",Spending quality time with Aislyn,Youtube binge,Spend time with aislyn before her performance & watch her performance,,,,,,,,,,,,,,,,,,,,,,,,
Sat Nov 13 23:29:15 2021,29,23,13,11,2021,,Found out it was 1:00 PM & got CVTC work done,"Picked up food from Ojibwae golf course, then saw aislyn's play",Spent some time with hayden,Crushing my accounting test,Not doing better for aislyn,Finish up CVTC work then check out coding,,,,,,,,,,,,,,,,,,,,,,,,
Sun Nov 14 21:46:15 2021,46,21,14,11,2021,,super slow start with Youtube binge,"finished CVTC assignments, got a solid plan for business administration, read 40 pages of book","some conflict with Ailsyn, but fiished everything I wanted to today!",avoided addiction,nada,"made the plan, bio, administration, calc",,,,,,,,,,,,,,,,,,,,,,,,
Mon Nov 15 22:39:18 2021,39,22,15,11,2021,,"Not great start to day, got into fight with mom and ended up taking it out on Connie.","Good time with Aislyn, but should have focused on intamacy more. ","School board meeting was shit, didn't ask any good questions, and only asked one question. Forensics meeting went very well, got some great impromptu practice in. Need to work better on business administration by focusing on just getting the shit done and improving later",Great experimentation with business administration,Your sleep is going to be shit tonight,Finish business administration final,,,,,,,,,,,,,,,,,,,,,,,,
Tue Nov 16 21:25:34 2021,25,21,16,11,2021,,"Slept in due to last night failure, got a bit of business administration done","kept up with work, but definitely suffering after missing last friday","nearly finished business administration!!! made extremely solid plan for the rest of the week, and didn't crash and burn. One slip up with eating cookie dough",ploughing through business administration,cookie dough slip up,keep up the amazing work!,,,,,,,,,,,,,,,,,,,,,,,,
Wed Nov 17 22:35:34 2021,35,22,17,11,2021,,"Kind of sleepy, but had good start, struggled to do well at the start of school due to interruptions and lack of sleep","Did some good tutoring, and studied very well for psych",Tons of bio study!!! I understand much more of the process now!,Study time with Aislyn,Lack of sleep,Cram for psych test,,,,,,,,,,,,,,,,,,,,,,,,
Thu Nov 18 23:02:52 2021,2,23,18,11,2021,,"Felt okay, did some exercise, then went to gas station","Started to slip, terrible psych grade","Super lazy, slipped hard",Pushing through at end of night,Lack of firmness with decision,"Sleep, UWEC in morning, school in afternoon",,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 19 21:57:42 2021,57,21,19,11,2021,,"sleepy start, late to uwec",great talk with professor @ uwec,"got some bio & psych work done while chillaxing, broke the habit!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","I broke the unvirtuous cycle through small, actionable habits",Didn't get enough sleep,CVTC cram babyyy,,,,,,,,,,,,,,,,,,,,,,,,
Sat Nov 20 23:14:25 2021,14,23,20,11,2021,,"Super slow start, went down slippery slope of starting day with youtube","Crashed and burned due to start, but not as bad as usual. Did do some looking into meaningfull things","Another stressful talk with aislyn, but i'm starting to advocate for my needs",Starting to advocate for my needs,Not empathizing with Aislyn enough,Finsih CVTC & read the book plus think about programming stuff,,,,,,,,,,,,,,,,,,,,,,,,
Sun Nov 21 21:07:00 2021,7,21,21,11,2021,,"Didn't fall down rabbit hole, but did spend a lot of time watching today","Got some of the CVTC work done, nearly 3 weeks of business finance",Watched yellowstone when I should have been working more on business finance,Got a lot done today,Didn't resist temptation enough,Finish business finance & at least one other assignment,,,,,,,,,,,,,,,,,,,,,,,,
Mon Nov 22 23:37:18 2021,37,23,22,11,2021,,"Nothing, I woke up at 1","Went for a run, and spent some time with Aislyn shopp9ing",Spent some more time with Aislyn working on Calc,Helping Aislyn through local maxes and mins,Not doing anything else,At least get the accounting work done,,,,,,,,,,,,,,,,,,,,,,,,
Tue Nov 23 22:40:12 2021,40,22,23,11,2021,,"Much better start than usual, no YouTube binge at the start. Got 100% on accounting assingment!!!",Took a long break with lunch and about 2 hours on YouTube. Sub-optimal but not the worst,"Got two week's worth of Managerial Operations done. Lots of typing, but feel really good about it",Working ahead is much more enjoyable than switching between assignments. I should do it mor eoften,Didn't do any personal development,"Finish last CVTC class, truffles, and bake with Aislyn",,,,,,,,,,,,,,,,,,,,,,,,
Wed Nov 24 22:02:36 2021,2,22,24,11,2021,,Finished up CVTC after YouTube diversion around noon,Cleaned the kitchen,Baked with Aislyn,Avoiding the pursuit of pleasure,Slow start,Enjoy thanksgiving,,,,,,,,,,,,,,,,,,,,,,,,
Thu Nov 25 22:45:29 2021,45,22,25,11,2021,,"did the truffles, kind of slow start, but the temper on the truffles was amazing!!","thanksgiving, bunch of games, very fun",adventures with aislyn,adventures with aislyn,stress,be more mindfull while working on photosynthesis homework,,,,,,,,,,,,,,,,,,,,,,,,
Fri Nov 26 22:44:30 2021,44,22,26,11,2021,,"semi-slow start. Great job connecting at the beginning of the day, but didn't exercise very much or go for a walk as planned","tons of research into things I found meaningful. Looked into using anki, brainscape, and quizlet for terms",studied 400 bio terms,"being intense, but applying that intensity",didn't get anything done on my list,work through the list,,,,,,,,,,,,,,,,,,,,,,,,
Sat Nov 27 22:36:15 2021,36,22,27,11,2021,,went for a long walk in the snowfall,did a bit of bio and took a nap. Nap felt very good. Had a bit of panic with how much bio I had,turning point with Aislyn! We had mutual conversation about how I felt and it didn't end in disaster!,Great talk with Aislyn so far,Depression is back in full swing,"Read/skim the OE books, FASFA, and bday party/eric conversation about posisibly dating sarah geffee",,,,,,,,,,,,,,,,,,,,,,,,
Sun Nov 28 22:00:31 2021,0,22,28,11,2021,,"put up lights for Grandpa & Grandma. Working with Matt was a lot of fun, but it was very cold","Talked with Grandpa about tru-lock strategies. He agrees that a CEO is needed, but doesn't want to take the steps with the brothers to make it happen","Talked with Eric about Sarah and college, didn't be very helpful and I regret that. Found out that I missed Thomas's bday party, also upset about that. Got home and finished the 'Good Governance is a Choice' book & made plan for next week incuding teacher survey & reading next book plus asking questions for board meeting. Obsidian is awesome!","Listening to ADHD youtube video, and applying some of the useful strategies","Eating for pleasure, not sustenence","Skim book, psych retake, and not take on too much",,,,,,,,,,,,,,,,,,,,,,,,
Mon Nov 29 21:57:50 2021,57,21,29,11,2021,,"Felt like shit with the shift in wakeup times, need to go to bed earlier tonight","Did a bit of reading for the book, but mostly did catchup. School is a lot easier now, and I realy enjoy that","Met with the student reps and one of the board members at the board office about the books they had us read, but Dr. Nordin was a no-show",Taking some time to code tonight,Lack of meditation,"Finish porting over flashcard program, then creating a rudimentary habit tracking system",,,,,,,,,,,,,,,,,,,,,,,,
Tue Nov 30 21:33:26 2021,33,21,30,11,2021,,Took a nap due to getting four hours of sleep,"Met with therapist, not very happy about how it went. Had some great conversations with the department heads and socialized a lot more!","Went to the environmental club meeting, everyone was super nice and I know a ton of people there. Will absolutely do again",The fact that I did this flashcard program and it fucking works!,"Dude, sleep before gf",Go to FCCLA meeting & finish up dat math homework,,,,,,,,,,,,,,,,,,,,,,,,
Wed Dec  1 22:47:48 2021,47,22,1,12,2021,,"Took a nap, drank my first energy drink, had a blast at school",Studied for math test by doing some homework with Haslow,"Struggled more than I thought I would, will likely need to do a retake, got into fight with parents about Ethan's grades, dad got physical before mom intervened",I'm nearly as strong as my dad,"Absolute lack of sleep, memory is shit for the day, totally forgetting about some of the positive conversations I had","Finish up that missing Calc homework, finish the bio pogil, and wear the funny jacket I have",,,,,,,,,,,,,,,,,,,,,,,,
Thu Dec  2 21:54:17 2021,54,21,2,12,2021,,"Didn't take caffeine, which made focus very sub-par, expecially during the math leauge work","Had a very meaningful conversation with Noel while driving to starbucks and back, did amazing in psych, but found out I did shit on Calc","Had amazing talk with Donia about the survey, did some good Forensics impromptu, and talked with Haslow a bunch about what went bad for Calc",Being a good person to others,Not getting any homework done,Finish calc homework,,,,,,,,,,,,,,,,,,,,,,,,
Fri Dec  3 23:43:29 2021,43,23,3,12,2021,,Took a shower!,Talked to a bunch of department heads about the survey instead of doing math homework or studying,"Hung out with Asher, Niko, Alex, and Jace",Had meaningful conversation with Asher,Lack of homework,Do all CVTC & plan for happiness on Sunday,,,,,,,,,,,,,,,,,,,,,,,,
Sat Dec  4 22:19:43 2021,19,22,4,12,2021,,"Found out it was 12:30, then went on my phone for a while","Regretted being on my phone, went for an amazing run",Went bowling & ate dinner with Aislyn and the family,Spending time with Aisly,Starting off on the wrong foot,Start off on the right foot by doing some light exercies and going straight into work,,,,,,,,,,,,,,,,,,,,,,,,
Sun Dec  5 21:27:28 2021,27,21,5,12,2021,,"Decent start, minimal distractions and got one class done","Cut down christmas tree with the family, then went on youtube binge which left me feeling like shit","Got back on track, finished my assingments for CVTC and calc homework, then made a rather actionable plan for next week",Getting back on track,Seeking pleasure directly,Finish bio pogils and meet with some department heads,,,,,,,,,,,,,,,,,,,,,,,,
Mon Dec  6 22:18:40 2021,18,22,6,12,2021,,"Slow start, but got to school on time","Got in trouble with Madsen, might end up cooperating",Crashed after school and didn't do anything useful,Putting out the teacher survey,Negative feedback of teacher survey,"Finish up pogil, talk to sturgis & thorp",,,,,,,,,,,,,,,,,,,,,,,,
Tue Dec  7 21:31:02 2021,31,21,7,12,2021,,Felt super tired but got about 7 hours of sleep,"Bunch of fun in the Bio lab, got politely told down by Mr. Sturgis, and was doing rather well during lunch in terms of socializing","Had a realization that I'm not outward and vulnerable with friends, so they don't invite me to things, so I got home and sat down to think for about an hour",Having an intervention for myself,Today answering that wouldn't be very helpful,Get through the notes on the second book or bio reading,,,,,,,,,,,,,,,,,,,,,,,,
Thu Dec  9 22:16:06 2021,16,22,9,12,2021,,"Went to the National Honor Society meeting, didn't feel very tired","Got scolded by Madsen again, had meanoingful conversations with teachers and didn't do as much meaningful work in Bio as I might have hoped","Discovered a very influential person who advises wall street CEOs, they appear to have very good advice, but I'm not sure yet",I took a nap and guarded my attention,Tried to procrastinate by reaching out to people,Read the OE book while in school,,,,,,,,,,,,,,,,,,,,,,,,
Fri Dec 10 21:07:05 2021,7,21,10,12,2021,,Slept in and went to school only for 3rd hour,Spent quality time with Aislyn and went sledding with Hayden,Binged YouTube. It doesn't make you feel better! Take a nap instead,Taking a shower after sledding,Youtube binge,Get to work on CVTC before and after volunteering,,,,,,,,,,,,,,,,,,,,,,,,
Sat Dec 11 22:19:35 2021,19,22,11,12,2021,,"Good wakeup procedure, but went downhill afterwards when I spent a long tiime ironing clothes that needed to dry first and was hangry because I didn't eat",Volunteered and had a great time because Maddie was super fun to be with,"Youtube binge again alongside doughnuts, got a bit of CVTC done, but ended up arguing with aislyn",Volunteering,Not controlling focus,CVTC and bio notes,,,,,,,,,,,,,,,,,,,,,,,,
Sun Dec 12 22:20:49 2021,20,22,12,12,2021,,"Shitty start, felt like crap after getting 4 hours of sleep, but did end up turning it around by going for a run which made me feel very happy",Got most CVTC work done,"Finished Strategic Management final by chincing. Not happy about it, but sleep comes first. I chose to spend time with Aislyn rather than working on the assignment",Spending quality time with Aislyn,Procrastinating during the middle of the day,Study for bio test,,,,,,,,,,,,,,,,,,,,,,,,
Mon Dec 13 20:44:42 2021,44,20,13,12,2021,,Felt terrible with amount of sleep got last night,Went home to take a nap but ended up going on phone for an hour,"Spent 3 hours with Aislyn, then got home and did 4 terms for psychology out of 80","I made Noel very happy during lunch, I advocated for myself when arguing with Aislyn in a healthy manner and I got some work done tonight even though it wasn't nearly as much as I hoped",I had too high of expectations for myself with the psych terms,Finish the psych terms,,,,,,,,,,,,,,,,,,,,,,,,
